time_of_day,location_type,incidents,streetlights,police_patrol,crowd_level,distance_from_home,risk_level
evening,rural,7,no,low,high,4.59,High
morning,urban,3,yes,high,high,3.58,Low
morning,urban,9,no,high,low,0.93,Medium
night,urban,2,no,low,low,1.72,High
morning,isolated,8,yes,low,low,3.11,High
morning,rural,1,no,high,medium,3.26,Medium
evening,urban,0,yes,low,medium,0.7,Low
evening,urban,7,yes,low,low,4.97,High
evening,urban,8,yes,medium,high,2.14,Medium
evening,urban,8,yes,low,medium,3.54,High
night,rural,7,no,high,medium,0.49,High
evening,rural,8,no,high,low,4.42,High
afternoon,isolated,9,yes,medium,high,4.06,Medium
morning,isolated,9,yes,medium,high,4.24,Medium
night,rural,8,no,high,low,4.8,High
morning,urban,5,yes,high,low,4.75,Medium
morning,isolated,5,no,high,high,3.23,Medium
evening,rural,1,no,medium,high,2.74,Medium
afternoon,rural,4,no,high,low,3.88,Medium
morning,rural,7,no,medium,low,3.35,High
night,isolated,0,no,low,medium,3.74,High
morning,rural,1,no,medium,medium,4.21,Medium
evening,rural,3,yes,medium,low,3.15,Medium
afternoon,urban,9,no,high,high,4.93,Medium
morning,rural,10,yes,high,medium,4.35,Medium
night,urban,1,no,medium,low,3.61,High
evening,rural,4,yes,high,medium,1.92,Low
morning,isolated,2,yes,high,high,2.86,Low
afternoon,isolated,5,no,medium,medium,1.3,Medium
morning,urban,10,yes,high,high,1.3,Low
evening,urban,1,no,low,low,1.72,Medium
morning,urban,8,yes,medium,high,2.67,Low
morning,isolated,9,yes,high,high,3.59,Medium
morning,isolated,3,no,high,medium,3.96,Medium
morning,isolated,8,yes,high,medium,3.48,Medium
afternoon,urban,5,no,high,high,3.48,Medium
evening,isolated,4,yes,low,medium,4.2,Medium
morning,isolated,1,no,medium,medium,0.96,Low
afternoon,rural,8,yes,high,medium,0.83,Low
evening,rural,7,yes,high,medium,1.01,Low
afternoon,rural,6,no,low,low,2.59,High
morning,isolated,8,no,high,medium,3.96,Medium
morning,urban,2,no,high,medium,0.3,Low
afternoon,urban,2,no,medium,high,2.41,Low
night,urban,8,no,low,low,0.58,High
afternoon,urban,2,no,high,high,2.66,Low
afternoon,urban,2,no,medium,low,0.21,Medium
evening,urban,3,yes,high,medium,3.05,Low
morning,rural,3,no,low,low,4.4,High
afternoon,rural,6,yes,low,high,1.75,Low
evening,urban,4,no,medium,low,1.84,Medium
night,rural,7,no,medium,high,2.54,High
evening,rural,2,no,medium,high,3.08,Medium
morning,rural,10,no,low,low,4.62,High
night,rural,9,yes,medium,medium,4.8,High
night,isolated,5,no,medium,low,3.27,High
afternoon,isolated,4,yes,high,high,1.39,Low
afternoon,isolated,7,yes,high,low,0.74,Low
night,urban,4,no,medium,medium,1.79,High
afternoon,rural,4,yes,high,high,2.55,Low
morning,urban,7,yes,high,high,3.53,Low
morning,isolated,10,yes,high,high,2.14,Low
morning,urban,5,yes,low,low,2.23,Medium
evening,rural,3,yes,low,low,0.97,Medium
evening,isolated,5,no,low,medium,4.44,High
morning,rural,2,yes,high,medium,0.82,Low
morning,rural,8,yes,medium,medium,2.29,Medium
night,urban,1,no,medium,medium,0.91,Medium
evening,urban,10,no,high,high,2.85,Medium
morning,rural,8,yes,high,low,3.05,Medium
afternoon,rural,0,yes,low,low,0.98,Low
morning,urban,0,no,medium,medium,1.95,Low
afternoon,isolated,9,no,medium,high,0.38,Medium
afternoon,urban,1,no,medium,high,1.58,Low
evening,rural,1,yes,high,medium,3.16,Low
morning,isolated,8,yes,low,low,1.82,Medium
night,isolated,3,yes,low,high,0.43,Medium
night,rural,1,yes,low,high,4.33,Medium
night,urban,4,no,low,low,1.03,High
evening,urban,0,yes,low,high,2.33,Low
morning,rural,1,yes,low,low,4.82,Medium
evening,rural,8,no,medium,medium,1.37,Medium
morning,urban,10,no,high,medium,3.66,High
evening,urban,1,no,high,high,4.07,Medium
afternoon,rural,1,yes,high,low,3.68,Low
afternoon,rural,9,no,low,low,1.61,High
night,rural,5,no,low,medium,2.94,High
night,urban,9,no,high,low,4.16,High
evening,isolated,6,no,high,high,0.28,Medium
afternoon,rural,8,no,high,high,0.24,Low
evening,urban,2,yes,high,medium,2.55,Low
evening,urban,4,no,high,high,0.93,Low
night,rural,0,no,low,high,4.36,High
morning,isolated,5,yes,low,low,4.54,Medium
afternoon,isolated,9,yes,medium,low,4.15,High
morning,rural,9,yes,low,medium,0.71,Medium
afternoon,isolated,1,no,high,high,0.6,Low
night,urban,4,yes,medium,medium,4.34,High
afternoon,isolated,1,no,low,high,0.72,Low
morning,isolated,5,no,medium,low,4.62,High
afternoon,urban,5,yes,medium,high,1.99,Low
night,urban,3,yes,medium,high,3.07,Medium
afternoon,isolated,0,yes,low,medium,0.87,Low
morning,isolated,3,no,low,high,3.49,Medium
morning,isolated,8,no,medium,medium,0.29,Medium
morning,urban,8,no,medium,medium,0.8,Medium
evening,rural,0,yes,low,high,3.9,Medium
morning,isolated,10,no,low,low,3.52,High
night,isolated,2,no,low,low,0.73,High
night,rural,2,yes,high,medium,3.27,Medium
night,rural,8,no,medium,low,3.32,High
evening,urban,4,yes,high,low,4.64,Medium
afternoon,urban,10,no,medium,high,3.17,High
afternoon,isolated,9,no,high,high,2.49,Medium
afternoon,urban,7,yes,medium,medium,0.24,Low
morning,isolated,7,no,medium,medium,3.26,High
evening,urban,9,yes,medium,low,0.4,Medium
morning,isolated,8,no,medium,high,4.05,Medium
night,urban,8,yes,low,low,3.12,High
night,isolated,0,no,high,low,2.22,High
night,urban,10,yes,medium,high,1.11,Medium
evening,rural,1,no,high,medium,3.01,Medium
evening,isolated,6,no,medium,low,3.86,High
night,isolated,6,yes,low,high,3.12,High
morning,rural,6,no,medium,low,1.13,Medium
night,urban,1,yes,low,high,1.92,Medium
evening,isolated,8,yes,high,medium,3.8,Medium
morning,isolated,0,yes,low,high,1.02,Low
night,isolated,3,no,low,low,4.57,High
morning,urban,7,yes,medium,high,2.35,Low
evening,isolated,6,yes,low,medium,2.24,Medium
evening,isolated,6,no,medium,low,0.44,High
night,rural,3,yes,low,low,1.32,Medium
night,isolated,9,yes,high,high,3.14,High
morning,urban,2,yes,low,high,4.83,Low
afternoon,rural,3,yes,medium,medium,2.31,Low
evening,isolated,3,yes,high,high,2.73,Low
morning,rural,5,no,medium,low,1.97,Medium
evening,urban,1,no,high,high,1.55,Low
morning,rural,3,no,high,low,1.87,Low
morning,rural,7,no,high,medium,2.98,Medium
night,urban,3,no,high,low,1.99,Medium
morning,isolated,5,no,medium,medium,2.82,Medium
evening,isolated,0,yes,high,low,1.59,Low
afternoon,isolated,3,yes,high,high,1.37,Low
morning,urban,4,no,high,medium,4.41,Medium
night,urban,1,no,high,medium,1.57,Medium
afternoon,urban,0,no,medium,low,2.84,Medium
evening,rural,5,yes,low,high,1.13,Low
afternoon,isolated,5,yes,high,medium,3.39,Low
morning,isolated,5,yes,high,low,0.33,Low
evening,urban,5,yes,high,high,1.04,Low
afternoon,urban,7,no,high,low,2.32,Medium
night,isolated,6,no,low,high,3.27,High
evening,isolated,6,yes,medium,low,0.87,Medium
evening,urban,0,no,low,medium,4.81,High
evening,urban,0,yes,high,medium,3.43,Low
afternoon,urban,0,yes,medium,high,3.9,Low
morning,isolated,7,no,medium,low,4.0,High
evening,isolated,8,yes,medium,medium,4.13,Medium
night,rural,0,yes,medium,medium,2.41,Medium
morning,rural,1,yes,medium,low,2.38,Low
morning,urban,10,yes,high,medium,4.28,Medium
evening,urban,2,yes,low,high,2.98,Low
afternoon,urban,7,yes,medium,medium,3.95,Medium
morning,isolated,9,no,medium,low,1.2,High
evening,isolated,6,yes,high,high,3.19,Medium
night,rural,3,yes,medium,high,1.62,Low
evening,isolated,4,yes,low,high,0.27,Low
evening,rural,0,no,medium,high,3.84,Medium
evening,isolated,5,no,high,medium,1.35,Medium
afternoon,urban,6,yes,medium,high,0.99,Low
night,isolated,3,yes,medium,medium,4.24,Medium
morning,rural,10,yes,low,high,4.31,Medium
evening,isolated,6,no,low,medium,4.91,High
evening,isolated,5,yes,medium,medium,2.41,Medium
morning,urban,8,yes,medium,high,4.81,Medium
night,rural,4,yes,medium,high,0.3,Medium
night,isolated,5,no,low,medium,2.27,High
morning,isolated,2,yes,low,medium,2.56,Low
night,isolated,6,no,medium,high,1.94,High
afternoon,rural,5,yes,high,high,4.91,Low
morning,rural,9,no,medium,low,4.01,High
evening,isolated,3,yes,medium,medium,1.59,Low
afternoon,rural,6,no,high,low,1.18,Medium
afternoon,rural,6,no,low,low,2.39,High
morning,rural,7,yes,high,low,0.23,Low
afternoon,rural,4,no,medium,low,2.81,Medium
morning,rural,2,no,high,high,1.17,Low
morning,rural,10,yes,medium,low,1.37,Medium
afternoon,rural,2,no,medium,low,3.69,Medium
night,isolated,2,yes,high,low,0.47,Medium
night,rural,3,no,high,high,1.51,Medium
night,urban,8,yes,medium,low,3.47,High
afternoon,rural,0,yes,high,high,2.37,Low
morning,urban,8,yes,low,high,2.89,Medium
afternoon,rural,0,yes,low,medium,3.36,Medium
night,isolated,7,yes,low,low,3.62,High
night,urban,0,yes,high,medium,1.07,Low
night,rural,8,yes,low,low,4.77,High
afternoon,isolated,0,no,medium,high,0.24,Low
night,isolated,6,yes,medium,low,0.84,High
afternoon,rural,5,no,medium,high,3.98,Medium
morning,urban,3,no,low,medium,4.32,Medium
morning,rural,4,no,high,medium,2.56,Medium
night,rural,9,yes,low,low,3.38,High
evening,rural,3,no,low,medium,4.52,High
night,isolated,7,yes,medium,medium,1.58,Medium
afternoon,urban,9,yes,medium,low,0.25,Medium
evening,isolated,1,no,high,medium,4.46,Medium
morning,urban,7,no,medium,low,4.56,High
evening,isolated,10,yes,low,high,4.26,High
evening,rural,5,no,medium,medium,4.46,High
afternoon,isolated,0,no,high,medium,3.83,Medium
night,urban,10,yes,high,low,1.89,High
afternoon,isolated,0,yes,high,low,4.75,Low
evening,isolated,8,no,high,medium,3.87,High
night,rural,10,yes,medium,high,4.71,High
morning,rural,9,yes,low,medium,1.64,Medium
afternoon,isolated,9,no,high,medium,4.92,High
afternoon,rural,2,yes,high,high,3.9,Low
night,rural,9,yes,medium,high,2.68,High
night,rural,7,no,high,high,4.83,High
evening,isolated,6,yes,low,medium,1.7,Medium
night,urban,6,no,high,medium,1.76,High
evening,urban,6,no,medium,medium,3.49,High
evening,urban,9,yes,high,high,3.21,Medium
night,isolated,7,yes,low,low,1.07,High
afternoon,isolated,2,yes,medium,high,2.12,Low
evening,rural,3,no,low,high,4.99,Medium
night,urban,3,no,high,high,1.17,Medium
morning,rural,8,no,medium,medium,0.37,Medium
afternoon,rural,9,yes,low,medium,3.33,High
evening,isolated,9,yes,high,high,4.05,Medium
night,isolated,7,no,low,medium,3.58,High
afternoon,isolated,4,yes,medium,high,3.89,Low
afternoon,rural,1,yes,medium,low,1.35,Low
morning,isolated,9,yes,medium,high,0.28,Low
afternoon,rural,6,yes,medium,low,1.99,Medium
night,isolated,5,no,high,high,1.82,Medium
night,rural,9,yes,high,high,4.89,High
afternoon,rural,10,yes,high,medium,1.95,Low
evening,isolated,6,no,low,low,4.48,High
morning,isolated,4,yes,low,high,2.74,Low
afternoon,urban,8,no,medium,high,3.22,Medium
morning,urban,2,no,medium,high,3.29,Medium
morning,urban,7,no,high,low,1.87,Medium
afternoon,urban,8,yes,high,medium,0.75,Low
evening,isolated,1,no,medium,medium,0.23,Medium
evening,rural,7,yes,low,high,4.96,Medium
morning,rural,8,yes,low,low,2.43,Medium
morning,isolated,3,yes,high,medium,0.51,Low
night,isolated,0,no,low,high,0.92,Medium
evening,urban,10,no,high,high,4.81,High
night,rural,6,no,medium,high,1.81,High
morning,rural,10,yes,high,low,0.33,Medium
morning,rural,8,no,medium,medium,1.34,Medium
afternoon,isolated,0,yes,high,high,3.95,Low
evening,urban,1,no,high,low,2.54,Medium
afternoon,rural,4,no,high,medium,3.86,Medium
morning,rural,4,no,low,high,1.98,Medium
afternoon,rural,5,no,medium,low,4.56,High
evening,rural,2,no,high,low,3.86,Medium
afternoon,isolated,8,yes,low,medium,3.04,Medium
morning,urban,7,yes,medium,high,4.27,Medium
evening,isolated,8,yes,low,low,3.26,High
afternoon,isolated,5,no,medium,high,1.4,Low
evening,isolated,0,yes,high,medium,4.72,Low
afternoon,urban,6,yes,medium,medium,0.46,Low
morning,isolated,1,yes,medium,low,0.57,Low
evening,isolated,7,no,high,high,3.1,Medium
morning,rural,7,yes,medium,low,2.81,Medium
afternoon,urban,9,yes,low,medium,2.79,Medium
afternoon,rural,7,yes,low,low,1.5,Medium
evening,rural,6,yes,high,high,1.01,Low
night,urban,8,yes,low,low,0.76,High
afternoon,rural,7,yes,high,high,0.89,Low
night,urban,10,yes,medium,medium,4.39,High
morning,rural,4,no,high,medium,4.71,Medium
evening,urban,10,yes,high,high,3.77,Medium
evening,rural,6,no,low,low,2.23,High
night,rural,3,yes,high,high,0.42,Low
evening,rural,9,no,high,high,3.0,Medium
afternoon,rural,1,yes,low,medium,2.75,Low
morning,urban,2,no,low,medium,2.14,Medium
evening,urban,5,yes,high,low,2.42,Medium
night,isolated,1,no,low,low,1.77,High
night,isolated,10,yes,medium,medium,4.46,High
morning,urban,2,no,high,high,2.16,Low
night,isolated,0,no,high,high,4.94,Medium
night,isolated,7,no,medium,medium,2.56,High
afternoon,urban,8,no,low,low,0.44,High
night,isolated,1,no,low,low,3.81,High
evening,rural,1,no,high,high,3.36,Medium
night,isolated,3,yes,high,low,1.67,Medium
evening,isolated,6,no,high,low,2.93,High
night,isolated,1,yes,high,medium,0.4,Low
night,urban,8,yes,high,low,2.83,High
morning,rural,4,no,medium,medium,4.52,Medium
afternoon,rural,5,no,high,low,1.47,Medium
morning,urban,6,no,medium,medium,3.19,High
afternoon,rural,2,yes,medium,medium,1.34,Low
evening,rural,10,no,low,low,3.72,High
morning,isolated,8,yes,medium,low,3.51,Medium
night,isolated,7,yes,low,high,3.28,High
night,rural,3,no,low,medium,3.01,High
afternoon,isolated,6,no,high,low,4.62,High
afternoon,isolated,1,yes,high,medium,2.46,Low
evening,urban,8,no,medium,medium,2.82,High
afternoon,urban,6,yes,low,low,3.06,High
night,urban,0,yes,low,low,0.6,Medium
evening,urban,0,yes,high,medium,2.02,Low
evening,isolated,2,no,low,high,2.53,Medium
afternoon,rural,7,no,high,high,1.52,Low
night,isolated,1,yes,medium,medium,2.65,Medium
afternoon,rural,9,yes,high,high,1.11,Low
evening,rural,6,no,low,high,3.21,High
morning,urban,1,no,medium,low,0.85,Medium
evening,rural,2,yes,high,low,0.22,Low
afternoon,urban,3,yes,medium,medium,0.69,Low
morning,rural,3,yes,high,low,3.95,Low
afternoon,isolated,3,yes,medium,high,4.93,Low
evening,isolated,0,yes,low,medium,1.09,Low
afternoon,rural,1,yes,high,high,3.9,Low
morning,rural,9,no,low,low,0.75,High
night,urban,1,yes,medium,low,2.05,Medium
evening,isolated,3,no,low,low,3.36,High
morning,isolated,4,no,medium,low,0.82,Medium
afternoon,rural,3,no,medium,high,4.43,Medium
evening,rural,2,yes,medium,medium,3.24,Medium
night,urban,10,yes,low,high,4.67,High
afternoon,rural,1,yes,low,low,4.38,Medium
evening,urban,0,yes,high,high,0.6,Low
morning,isolated,2,yes,low,high,3.07,Low
night,urban,4,no,high,low,2.62,High
night,urban,4,no,medium,medium,3.89,High
night,rural,1,yes,low,low,0.22,Medium
night,urban,9,no,high,high,3.55,High
night,rural,8,yes,high,high,0.93,Medium
morning,isolated,2,no,medium,medium,2.27,Medium
evening,urban,8,no,low,low,1.1,High
evening,urban,7,no,medium,medium,1.69,Medium
evening,isolated,6,yes,high,medium,4.88,Medium
morning,urban,8,no,high,high,0.75,Low
night,isolated,3,no,high,high,3.78,Medium
afternoon,isolated,5,yes,medium,high,2.84,Low
morning,urban,8,yes,high,low,1.8,Low
evening,urban,10,no,high,low,2.61,High
morning,isolated,1,no,medium,low,0.36,Medium
afternoon,rural,4,yes,medium,medium,0.61,Low
night,urban,5,no,medium,high,1.45,Medium
night,rural,5,no,low,medium,3.45,High
evening,rural,3,yes,high,high,3.85,Low
evening,urban,4,no,medium,medium,2.41,Medium
night,isolated,2,yes,high,low,4.64,Medium
night,isolated,3,no,high,high,3.25,Medium
evening,rural,6,yes,low,medium,2.06,Medium
morning,rural,5,no,high,low,3.85,Medium
afternoon,urban,2,no,medium,high,1.09,Low
night,urban,7,yes,medium,low,1.33,High
night,urban,1,no,high,low,4.21,High
evening,rural,6,yes,medium,low,0.64,Medium
evening,isolated,3,yes,high,low,0.23,Low
evening,urban,0,yes,high,low,2.57,Low
morning,urban,1,no,high,high,0.65,Low
afternoon,isolated,5,yes,medium,medium,1.68,Low
morning,urban,8,no,high,low,1.62,Medium
evening,urban,8,no,high,medium,1.08,Medium
evening,isolated,10,yes,low,low,3.3,High
night,rural,8,no,high,high,4.05,High
night,rural,8,no,high,high,4.63,High
afternoon,rural,6,no,high,high,2.26,Medium
morning,rural,3,no,high,low,4.5,Medium
evening,rural,4,yes,medium,medium,3.96,Medium
evening,urban,6,yes,low,low,0.5,Medium
night,isolated,3,yes,medium,low,0.7,Medium
afternoon,urban,10,yes,high,medium,4.86,Medium
afternoon,isolated,10,no,high,low,3.72,High
morning,rural,3,yes,medium,high,2.75,Low
afternoon,isolated,4,no,low,medium,1.5,Medium
afternoon,urban,7,no,high,high,1.28,Low
afternoon,rural,10,no,medium,medium,3.69,High
morning,rural,8,yes,medium,medium,4.88,Medium
evening,urban,5,no,low,low,2.51,High
afternoon,rural,8,no,high,medium,4.84,Medium
evening,isolated,4,no,low,medium,2.46,High
night,rural,10,no,low,high,0.92,High
evening,isolated,0,yes,medium,low,0.46,Low
evening,urban,2,yes,low,low,4.27,Medium
night,urban,4,no,high,medium,0.84,Medium
afternoon,urban,4,no,high,low,1.02,Medium
evening,rural,9,no,medium,high,1.71,Medium
morning,urban,1,no,low,high,0.29,Low
night,rural,8,yes,medium,high,0.55,Medium
afternoon,isolated,8,no,low,low,4.41,High
evening,isolated,2,yes,high,low,3.95,Medium
evening,isolated,9,no,medium,low,2.54,High
afternoon,urban,8,no,medium,low,2.61,High
morning,rural,3,no,high,low,1.44,Low
night,urban,4,yes,high,medium,2.27,Medium
night,urban,1,no,medium,medium,1.06,Medium
afternoon,isolated,10,yes,medium,high,3.11,Medium
night,rural,0,no,low,medium,1.94,High
afternoon,urban,1,no,medium,high,4.78,Medium
night,rural,8,no,medium,medium,0.55,High
night,rural,6,no,low,medium,2.41,High
morning,rural,4,no,high,high,3.7,Medium
evening,urban,6,yes,medium,low,3.68,High
afternoon,urban,1,no,high,medium,3.92,Medium
morning,urban,4,no,low,high,3.36,Medium
night,isolated,10,yes,high,medium,0.62,Medium
morning,urban,2,no,low,medium,4.94,Medium
night,urban,2,yes,low,medium,4.62,High
afternoon,isolated,5,yes,medium,high,4.46,Low
morning,isolated,8,yes,low,low,3.91,High
morning,urban,8,no,high,high,1.5,Low
evening,rural,4,yes,high,low,1.59,Low
evening,isolated,4,no,low,high,0.53,Medium
afternoon,rural,1,no,high,medium,0.85,Low
afternoon,isolated,5,no,medium,high,4.15,Medium
afternoon,isolated,1,yes,high,high,0.89,Low
afternoon,urban,4,yes,high,high,3.19,Low
afternoon,isolated,7,yes,medium,low,3.77,Medium
night,isolated,1,yes,low,medium,1.54,Medium
night,rural,3,no,high,high,3.76,Medium
afternoon,urban,7,yes,medium,medium,1.36,Low
morning,rural,10,yes,high,high,3.73,Medium
night,rural,2,no,low,low,4.06,High
night,isolated,10,no,low,high,1.26,High
evening,isolated,3,no,low,high,0.77,Medium
morning,isolated,6,no,high,low,4.96,High
afternoon,isolated,10,yes,low,medium,2.06,Medium
morning,isolated,4,yes,medium,high,3.61,Low
morning,urban,0,no,low,high,1.73,Low
evening,rural,3,no,high,medium,0.26,Low
night,rural,3,no,high,high,3.31,Medium
night,urban,0,yes,medium,low,0.83,Medium
afternoon,isolated,4,no,medium,high,2.63,Medium
evening,isolated,0,yes,low,low,4.79,Medium
afternoon,rural,4,yes,low,high,1.72,Low
afternoon,urban,4,no,low,low,0.46,Medium
afternoon,urban,5,yes,medium,low,3.02,Medium
evening,urban,7,no,medium,low,2.44,High
afternoon,isolated,4,yes,medium,low,2.3,Medium
night,rural,2,no,high,low,0.98,Medium
evening,isolated,3,yes,high,high,3.76,Low
morning,isolated,10,no,high,high,4.72,Medium
evening,isolated,2,no,low,medium,4.99,High
morning,isolated,2,no,low,medium,0.69,Medium
morning,rural,6,yes,medium,medium,0.94,Low
afternoon,urban,4,yes,low,medium,3.35,Medium
afternoon,urban,9,no,medium,low,3.52,High
evening,isolated,8,yes,low,low,4.26,High
evening,rural,0,no,low,medium,3.79,High
afternoon,isolated,0,yes,high,high,3.31,Low
night,urban,1,yes,high,low,4.52,Medium
evening,isolated,6,yes,low,high,0.27,Medium
night,isolated,7,no,low,low,3.67,High
evening,rural,10,yes,low,low,1.55,High
evening,isolated,4,yes,medium,low,0.38,Medium
evening,isolated,3,yes,low,high,0.24,Low
afternoon,urban,9,no,low,low,4.68,High
evening,urban,0,yes,low,low,1.25,Medium
night,urban,5,no,low,high,0.63,High
afternoon,rural,0,yes,medium,high,2.45,Low
evening,isolated,9,yes,medium,medium,4.51,High
morning,rural,4,no,low,medium,4.11,High
afternoon,isolated,5,no,high,low,2.54,Medium
evening,rural,6,no,low,low,0.38,High
night,urban,10,no,low,high,1.27,High
night,urban,2,yes,low,medium,1.69,Medium
morning,urban,10,yes,medium,low,3.4,High
afternoon,rural,2,no,low,low,4.52,High
evening,urban,8,yes,high,low,1.45,Medium
night,isolated,3,no,medium,medium,3.22,High
evening,isolated,10,yes,medium,low,4.4,High
afternoon,urban,6,no,low,low,1.45,High
afternoon,urban,9,yes,medium,low,2.77,Medium
morning,isolated,6,yes,low,low,0.55,Medium
evening,rural,1,yes,high,high,1.38,Low
evening,rural,2,yes,low,medium,0.5,Low
evening,urban,2,no,medium,high,3.89,Medium
night,isolated,2,yes,medium,low,4.49,High
night,isolated,5,yes,low,low,4.05,High
night,rural,10,no,medium,medium,4.42,High
afternoon,isolated,2,yes,low,medium,0.54,Low
afternoon,isolated,9,yes,high,high,1.57,Low
night,urban,5,yes,low,high,1.9,Medium
morning,urban,4,yes,low,medium,2.4,Medium
evening,rural,0,no,low,high,2.07,Medium
afternoon,urban,6,yes,low,medium,3.17,Medium
afternoon,urban,10,yes,medium,low,2.55,Medium
night,urban,6,no,high,medium,2.62,High
night,isolated,1,yes,high,medium,2.15,Medium
night,rural,8,no,medium,low,3.5,High
afternoon,isolated,1,no,medium,high,2.01,Low
evening,rural,2,yes,medium,medium,2.66,Low
afternoon,rural,8,no,high,medium,4.16,Medium
morning,urban,2,no,low,high,2.37,Medium
afternoon,rural,10,no,high,high,2.74,Medium
night,rural,8,no,low,medium,2.84,High
night,rural,9,yes,medium,high,0.54,Medium
morning,isolated,10,yes,low,medium,2.15,Medium
night,urban,10,no,medium,high,0.62,High
afternoon,urban,10,yes,medium,low,0.56,Medium
morning,urban,6,yes,high,high,4.8,Low
afternoon,rural,10,no,high,medium,0.24,Medium
night,rural,1,no,medium,low,4.71,High
morning,urban,7,yes,high,low,0.78,Low
morning,rural,8,yes,low,high,0.99,Low
night,isolated,2,yes,low,high,1.91,Medium
afternoon,rural,2,yes,high,low,2.78,Low
morning,rural,5,no,high,medium,3.35,Medium
night,rural,7,yes,medium,medium,0.35,Medium
night,rural,3,yes,high,low,0.25,Medium
afternoon,rural,10,no,low,low,1.33,High
morning,rural,3,no,medium,high,0.35,Low
morning,urban,8,no,high,medium,1.54,Medium
morning,rural,4,no,high,high,3.51,Medium
morning,rural,7,no,high,high,4.01,Medium
evening,isolated,9,yes,medium,high,3.68,Medium
morning,urban,6,no,high,high,4.12,Medium
evening,isolated,0,yes,medium,high,1.66,Low
night,isolated,9,yes,high,high,0.71,Medium
night,rural,8,no,high,medium,1.68,High
night,rural,3,no,high,medium,1.26,Medium
evening,urban,9,no,low,high,0.55,High
morning,rural,4,no,high,medium,4.41,Medium
evening,urban,1,no,low,high,4.12,Medium
afternoon,rural,2,no,medium,low,1.84,Medium
evening,rural,5,no,medium,medium,3.92,High
evening,rural,1,no,medium,high,2.98,Medium
evening,urban,0,yes,high,medium,1.39,Low
morning,isolated,1,no,medium,low,4.93,Medium
evening,urban,7,no,low,low,3.85,High
night,urban,0,no,high,high,3.51,Medium
afternoon,rural,6,no,high,medium,1.98,Medium
afternoon,urban,1,no,medium,low,4.32,Medium
evening,isolated,10,no,high,low,3.52,High
night,isolated,3,no,high,high,1.66,Medium
evening,rural,4,yes,high,low,2.72,Medium
morning,urban,4,yes,high,low,1.99,Low
afternoon,isolated,2,no,medium,medium,1.69,Low
morning,rural,10,yes,low,medium,1.13,Medium
morning,isolated,8,yes,low,high,4.18,Medium
morning,rural,0,yes,high,low,0.97,Low
morning,urban,2,yes,low,low,0.4,Low
afternoon,rural,1,yes,high,low,2.22,Low
evening,rural,2,no,medium,high,4.98,Medium
afternoon,rural,0,yes,medium,high,3.38,Low
night,rural,1,no,high,high,0.54,Medium
evening,rural,2,yes,medium,medium,1.96,Low
afternoon,urban,3,yes,medium,low,3.58,Medium
morning,isolated,4,yes,medium,high,3.45,Low
night,isolated,4,yes,medium,medium,2.18,Medium
evening,urban,0,yes,medium,high,1.65,Low
morning,isolated,10,no,medium,low,3.01,High
night,isolated,6,yes,medium,high,0.69,Medium
afternoon,rural,1,no,medium,high,4.36,Medium
afternoon,rural,3,no,medium,high,0.41,Low
evening,urban,5,no,low,high,1.4,Medium
evening,urban,0,yes,low,high,1.02,Low
night,isolated,9,yes,medium,high,1.15,Medium
morning,urban,2,yes,high,low,2.88,Low
morning,rural,9,no,medium,high,4.87,High
night,rural,7,yes,medium,medium,3.87,High
night,isolated,5,yes,medium,medium,3.09,High
morning,rural,8,yes,low,high,3.28,Medium
morning,urban,7,no,high,high,4.85,Medium
afternoon,urban,7,yes,high,high,2.7,Low
evening,urban,4,no,high,high,4.18,Medium
evening,urban,0,yes,high,high,0.95,Low
evening,rural,2,yes,medium,medium,0.38,Low
afternoon,isolated,1,yes,medium,medium,4.73,Low
afternoon,urban,9,yes,low,high,1.54,Medium
night,isolated,8,yes,high,high,0.23,Medium
night,isolated,5,no,high,medium,0.46,Medium
evening,isolated,0,yes,high,medium,3.34,Low
evening,rural,0,no,low,medium,0.65,Medium
morning,isolated,4,no,low,high,3.31,Medium
night,urban,3,no,low,high,2.29,High
afternoon,urban,0,no,high,medium,1.43,Low
night,isolated,6,no,medium,high,4.28,High
evening,rural,2,no,medium,low,0.74,Medium
evening,urban,1,yes,medium,high,1.8,Low
night,urban,0,yes,low,low,0.72,Medium
morning,urban,1,yes,medium,low,0.74,Low
morning,isolated,5,no,low,medium,4.65,High
afternoon,rural,2,no,high,medium,2.49,Low
night,rural,6,no,low,medium,2.67,High
afternoon,urban,3,yes,low,medium,0.66,Low
afternoon,isolated,7,yes,medium,medium,4.26,Medium
afternoon,isolated,3,yes,low,medium,4.77,Medium
afternoon,isolated,0,yes,high,high,3.63,Low
morning,rural,0,no,low,high,3.87,Medium
afternoon,isolated,4,yes,low,medium,2.2,Medium
evening,isolated,7,yes,high,low,4.97,Medium
morning,rural,0,no,high,high,4.66,Low
night,rural,4,yes,high,medium,2.9,Medium
night,urban,5,yes,high,medium,0.75,Medium
morning,isolated,2,no,low,high,4.28,Medium
evening,rural,4,no,high,high,2.81,Medium
morning,urban,0,yes,high,medium,1.64,Low
night,urban,1,yes,low,high,2.05,Medium
evening,rural,9,yes,high,medium,4.83,Medium
morning,urban,5,no,high,medium,3.43,Medium
night,rural,2,yes,medium,low,1.44,Medium
night,isolated,4,no,medium,low,3.27,High
night,isolated,5,yes,low,low,2.28,High
